primaryTitle,startYear,runtimeMinutes,genres,region,language,averageRating,numVotes
W/O Ram,2018,122,Thriller,IN,en,6.1,314
Holiday Monday,2021,95,Action,IN,hi,2.9,744
Doordarshan Eti Jantra,2016,\N,Comedy,IN,\N,7.2,9
Microhabitat,2017,106,"Drama,Romance",IN,en,7.4,3439
Ravage,2019,84,"Horror,Thriller",IN,en,5.0,2110
Campton Manor,2024,83,"Horror,Mystery,Thriller",IN,en,3.4,277
Elephants Can Play Football,2018,106,Drama,IN,en,6.4,243
Time for Ilhan,2018,89,Documentary,IN,hi,4.6,141
Cuck,2019,115,"Crime,Drama,Thriller",IN,en,4.4,13741
The Last of the Manson Girls,2018,73,"Comedy,Drama,History",IN,en,5.2,66
Amutha,2018,\N,"Crime,Musical,Thriller",IN,hi,6.5,22
Damaged Goods,2021,73,Drama,IN,en,5.6,62
Silhouette,2019,114,"Drama,Horror,Thriller",IN,en,4.0,4099
The Perfect Date,2019,89,"Comedy,Romance",IN,en,5.8,45624
Liars & Cheats,2021,\N,Comedy,IN,hi,2.6,125
You Should Have Left,2020,93,"Horror,Mystery,Thriller",IN,en,5.4,30233
Super Hero,2018,146,"Action,Adventure,Thriller",IN,en,7.0,909
Satyameva Jayate,2018,140,"Action,Crime,Drama",IN,en,5.7,8295
Best College Days (2010),2010,\N,Thriller,IN,en,5.2,52
The Story of My Wife,2021,169,"Drama,History,Romance",IN,en,6.2,3327
U311 Cherkasy,2019,102,"Drama,History,War",IN,en,6.5,1529
The Magic Flute,2022,125,"Adventure,Fantasy,Musical",IN,hi,5.6,1814
Eclipse: The Rise of Ink,2018,81,"Action,Adventure,Sci-Fi",IN,en,4.1,50
Carry On Jatta 2,2018,149,Comedy,IN,en,6.8,1598
Jhootha Kahin Ka,2019,133,Comedy,IN,en,4.6,420
Wolfman's Got Nards,2018,91,"Documentary,Horror",IN,en,7.2,624
Mere Pyare Prime Minister,2018,104,Drama,IN,hi,6.8,720
Pyaar Prema Kaadhal,2018,145,"Drama,Musical,Romance",IN,en,6.4,1231
Zhagaram,2019,113,\N,IN,en,5.4,197
Pattinapakkam,2018,134,Thriller,IN,\N,5.2,55
Aduthathu,2011,\N,Thriller,IN,\N,8.6,26
Game Paisa Ladki,2018,107,Drama,IN,en,6.2,19
Sleep,2023,95,"Horror,Mystery,Thriller",IN,en,6.6,7072
Piet Is Gone,2017,65,Documentary,IN,en,6.4,16
Oka V Chitram,2006,\N,Comedy,IN,\N,6.8,44
Operation C.H.I.M.P,2019,101,Comedy,IN,en,5.0,755
Luna Park,2024,101,Drama,IN,en,8.6,35
The Resurrection Man,2023,70,Horror,IN,en,2.2,56
Maati,2018,123,Drama,IN,hi,7.1,143
Bangaru Chellelu,1979,\N,Drama,IN,\N,4.5,14
Fire Will Come,2019,86,"Crime,Drama",IN,en,6.7,4073
Greatland,2020,104,"Fantasy,Sci-Fi",IN,en,4.6,2936
Amarakavi,1952,\N,Drama,IN,\N,8.5,10
Gujarati Wedding in Goa,2018,130,"Comedy,Family",IN,en,4.7,22
Alice Júnior,2019,87,"Comedy,Drama",IN,en,6.9,700
Finding Sara,2020,86,Drama,IN,en,4.9,46
Ahetuk,2015,\N,"Drama,Romance,Thriller",IN,\N,8.3,31
Daana Paani,2018,105,Family,IN,en,7.9,752
Vadhayiyaan Ji Vadhayiyaan,2018,122,Comedy,IN,en,6.8,621
Banging Lanie,2020,76,Comedy,IN,en,5.0,301
Bioscopewala,2017,91,Drama,IN,en,7.5,1071
Defying Chase,2018,88,"Action,Comedy",IN,en,4.5,164
Kottayam,2020,100,"Crime,Drama,Romance",IN,en,7.9,17
Palashichi P.T,2018,102,Sport,IN,\N,8.5,33
The Dilemma of Desire,2020,108,Documentary,IN,hi,6.6,108
Yakiniku Dragon,2018,126,"Drama,Family",IN,en,6.2,164
The Furies,2019,82,"Action,Horror,Thriller",IN,en,5.4,6614
The Platform,2019,94,"Horror,Mystery,Sci-Fi",IN,en,7.0,315731
Priyaar Priyo,2017,173,"Comedy,Romance",IN,en,8.5,20
Challenge Ramudu,1980,139,Drama,IN,\N,5.0,11
This Is the Year,2020,97,"Comedy,Drama",IN,hi,5.7,711
Good on Paper,2021,92,"Comedy,Romance",IN,hi,5.6,14919
Extra Ordinary,2019,94,"Comedy,Fantasy,Horror",IN,en,6.4,12286
Knives and Skin,2019,111,"Drama,Mystery,Thriller",IN,hi,5.2,1217
Close Quarters,2020,94,Drama,IN,en,5.8,354
Slasher Party,2019,80,Horror,IN,hi,3.1,785
The Report,2019,119,"Biography,Crime,Drama",IN,en,7.2,55285
The Shed,2019,98,"Drama,Horror",IN,en,4.9,2993
The Dip Run,2018,96,Comedy,IN,hi,2.5,213
Echoes of Fear,2018,90,"Horror,Mystery",IN,en,5.1,908
Altered Skin,2018,80,"Horror,Thriller",IN,hi,3.4,177
Gundala,2019,123,"Action,Adventure,Drama",IN,en,6.1,6177
Lust a Cinema,2018,69,Drama,IN,\N,8.0,8
Kalidasan Kavitha Ezhuthukayanu,2014,137,Comedy,IN,\N,4.0,11
Neelima Nalla Kuttiyanu vs. Chiranjeevi IPS,2016,108,Action,IN,\N,5.6,13
Vinveli Payana Kurippugal,2018,\N,Drama,IN,\N,8.0,16
Mithun,2018,133,Romance,IN,en,7.1,11
Flight 666,2018,89,"Action,Fantasy,Horror",IN,en,4.4,1958
The White Storm 2: Drug Lords,2019,99,"Action,Crime",IN,hi,6.0,1677
Tumbbad,2018,108,"Drama,Fantasy,Horror",IN,en,8.2,71664
Extinct,2021,84,"Adventure,Animation,Comedy",IN,en,5.5,3809
My Spy,2020,99,"Action,Comedy",IN,en,6.4,40496
Timi Sanga,2018,\N,Romance,IN,hi,6.3,30
Babulu Gadi Debba,1984,\N,Drama,IN,\N,3.6,12
Show Me What You Got,2019,101,"Drama,Romance",IN,hi,5.4,298
Get In,2019,97,"Drama,Horror,Thriller",IN,hi,5.6,3451
"Mektoub, My Love: Intermezzo",2019,212,"Comedy,Drama,Romance",IN,en,4.2,574
Mangalam,2018,\N,Drama,IN,en,6.1,17
The Snow Queen 4: Mirrorlands,2018,84,"Adventure,Animation,Comedy",IN,en,5.7,678
Christmas Survival,2018,101,Comedy,IN,en,5.2,1261
Kaaneen: A Secret Search,2019,135,Drama,IN,\N,8.6,12
Fantastic Fungi,2019,81,Documentary,IN,en,7.4,12372
Foe,2023,110,"Drama,Romance,Sci-Fi",IN,en,5.4,12935
Sequin in a Blue Room,2019,80,"Drama,Mystery,Thriller",IN,en,5.8,1073
The Last Guest,2017,90,"Action,Adventure,Animation",IN,en,6.6,1525
An Impossible Love,2018,135,"Biography,Drama,Romance",IN,hi,7.0,3065
Quintessential: The Movie,2019,156,"Adventure,Drama,Romance",IN,en,6.7,12
The Holiday Calendar,2018,95,"Drama,Fantasy,Romance",IN,en,5.7,12164
Jungle Mystery Of Murder,2019,\N,Thriller,IN,\N,5.3,8
The Mystery of Henri Pick,2019,100,"Comedy,Drama,Mystery",IN,en,6.7,5159
Ateet,2020,120,Thriller,IN,en,4.4,265
The Snatch Thief,2018,93,"Crime,Drama",IN,hi,6.7,294
Blinded by the Light,2019,118,"Comedy,Drama,Music",IN,hi,6.9,28291
Lev Yashin. Vratar moey mechty,2019,120,"Biography,Drama,Sport",IN,en,6.3,1109
Dulhan Chahi Pakistan Se 2,2018,163,"Action,Drama,Romance",IN,hi,7.4,12
Capernaum,2018,126,Drama,IN,en,8.4,120121
Pursued,2025,106,Thriller,IN,en,4.9,101
I Work at the Cemetery,2021,100,"Comedy,Crime,Drama",IN,en,7.4,1955
Pencil Knife Baton,2019,95,"Comedy,Drama",IN,en,4.2,9
90 Ml,2019,120,Comedy,IN,en,3.3,3811
Famous Pandey,2022,90,Drama,IN,\N,5.2,15
Shambho Shankara,2018,125,Comedy,IN,\N,4.2,44
Ammammagarillu,2018,156,Romance,IN,en,5.3,229
Parichayam,2018,124,Romance,IN,en,7.9,23
Vakeel Saab,2021,153,"Action,Drama,Thriller",IN,en,6.9,12859
Neeli,2018,\N,"Drama,Horror",IN,en,4.7,238
Autorsha,2018,133,Comedy,IN,en,5.2,109
A Piece of My Heart,2019,116,"Comedy,Musical,Romance",IN,en,5.3,1621
Foxter & Max,2019,90,"Adventure,Family,Fantasy",IN,en,5.9,335
Shunyota,2017,94,Drama,IN,\N,5.5,7
Maximillian,2019,72,"Action,Sci-Fi,Thriller",IN,en,3.7,142
Logistics,2012,51420,Documentary,IN,en,6.4,339
Lilli,2018,91,Thriller,IN,en,5.7,324
His Only Son,2023,106,"Drama,History",IN,en,5.9,2878
If She Screams,2021,89,"Drama,Horror,Mystery",IN,hi,3.2,198
3X,2018,120,Drama,IN,en,7.1,8
Million Dollar Nomad,2018,\N,Thriller,IN,hi,7.7,18
I'm in Love,2007,140,Action,IN,\N,8.8,63
Sirf 5 Din,2018,145,Horror,IN,\N,4.8,11
Donbass,2018,122,Drama,IN,en,6.6,5178
Saade Aale,2022,94,"Crime,Drama",IN,en,9.0,104
Ambili,2019,140,"Adventure,Comedy,Drama",IN,en,7.0,1772
Ghare & Baire,2018,120,"Comedy,Drama,Romance",IN,en,6.6,448
The Huntress: Rune of the Dead,2019,109,"Action,Drama,Fantasy",IN,en,4.4,3380
Hithudu,2015,\N,Drama,IN,\N,5.2,8
Rafiki,2018,83,"Drama,Romance",IN,en,6.8,3550
Njan Prakashan,2018,131,"Comedy,Drama",IN,en,7.7,6278
In the Name of Love!,2022,52,"Crime,Documentary,News",IN,en,6.0,83
Away,2019,75,"Adventure,Animation,Family",IN,en,6.7,2462
Ashvamithra,2021,79,Drama,IN,\N,5.2,8
Jai Bhole,2018,138,Comedy,IN,en,7.4,53
Khelechi Aajgubi,2018,\N,Comedy,IN,bn,3.9,12
The Sleep Experiment,2022,84,"Horror,Mystery,Thriller",IN,en,4.5,1284
The Spy Gone North,2018,137,"Drama,Thriller",IN,hi,7.3,7087
Uri: The Surgical Strike,2019,138,"Action,Drama,History",IN,en,8.2,78320
Pain and Glory,2019,113,Drama,IN,en,7.5,66358
Night Encounters,2023,89,Horror,IN,en,2.7,30
The Magnificent Meyersons,2023,88,Drama,IN,en,4.8,152
Kafir,2018,82,Horror,IN,en,2.7,1176
Endangered,2020,86,Thriller,IN,en,5.5,254
You Won't Be Alone,2022,108,"Drama,Fantasy,Horror",IN,en,6.4,13342
Bhai Taru Singh,2018,94,"Animation,Biography,Drama",IN,en,8.3,64
At the Heart of Gold: Inside the USA Gymnastics Scandal,2019,88,"Crime,Documentary,Sport",IN,hi,8.0,3651
Blow the Man Down,2019,91,"Comedy,Crime,Drama",IN,hi,6.4,13145
Slow Machine,2020,72,Thriller,IN,hi,5.3,336
The Human Robot,2015,\N,Documentary,IN,en,8.0,6
Vadena,2018,130,Mystery,IN,en,3.5,9
Maha Bhaktha Siriyala,2014,100,"Drama,Fantasy",IN,en,7.3,14
Shehjar,2019,120,"Adventure,Drama,Mystery",IN,\N,6.9,10
3 mukhi,2018,120,"Horror,Mystery,Thriller",IN,\N,6.8,25
Kalippu,2019,130,Thriller,IN,en,5.1,18
Ameerpet 2 America,2018,120,Romance,IN,en,5.7,16
Kaathu Vaakula Rendu Kaadhal,2022,157,"Comedy,Drama,Romance",IN,hi,5.5,4355
Kaatrin Mozhi,2018,148,"Comedy,Drama",IN,en,7.3,819
Adithya Varma,2019,168,"Drama,Romance",IN,en,6.1,1302
The Zoya Factor,2019,134,"Comedy,Drama,Romance",IN,en,4.4,2865
Alien Expedition,2018,93,Sci-Fi,IN,en,2.7,694
The Wretched,2019,95,"Drama,Horror,Mystery",IN,en,5.8,21207
All My Life,2020,91,"Drama,Romance",IN,en,6.3,6857
Sauvage/Wild,2018,99,Drama,IN,en,7.1,5963
Khairlanjichya Mathyawar,2014,\N,Drama,IN,\N,9.2,9
Alzur's Legacy,2019,103,Fantasy,IN,en,6.4,594
Swapnarajyam,2019,125,"Comedy,Drama,Romance",IN,en,6.7,33
Gavthi,2018,152,Drama,IN,en,7.3,53
Carta Blanca,2021,100,"Action,Crime,Drama",IN,en,8.4,33
Dakini,2018,125,"Comedy,Thriller",IN,ml,4.7,117
Thakkol,2019,150,Thriller,IN,en,4.8,117
Miller's Girl,2024,93,"Comedy,Drama,Thriller",IN,en,5.2,26023
"Faith, Hope & Love",2019,106,"Comedy,Romance",IN,en,6.4,1364
"Murder Me, Monster",2018,109,"Drama,Horror,Thriller",IN,en,5.5,1140
Divine Love,2019,101,"Drama,Sci-Fi",IN,en,6.1,2395
Rang Panjab,2018,123,"Crime,Drama,Romance",IN,en,6.3,124
Harjeeta,2018,129,"Drama,Sport",IN,en,7.4,277
The Legion,2020,96,"Action,Adventure,History",IN,en,3.3,1244
D-Railed,2018,80,"Action,Adventure,Horror",IN,en,3.8,2301
Boy Undone,2017,116,"Drama,Thriller",IN,en,5.2,431
Nancy Drew and the Hidden Staircase,2019,89,"Comedy,Crime,Drama",IN,hi,5.7,5709
Jerry and Marge Go Large,2022,96,"Biography,Comedy,Drama",IN,en,6.9,32527
Hope Aur Hum,2018,96,"Comedy,Drama,Family",IN,en,6.3,469
A Cross in the Desert,2022,123,"Biography,Drama,History",IN,hi,7.1,374
Immortal Combat: The Code,2019,79,"Action,Sci-Fi",IN,en,2.2,189
A Perfectly Normal Family,2020,97,"Drama,Family",IN,en,6.8,1574
Madhuraraja,2019,147,"Action,Comedy,Drama",IN,ml,5.9,4103
The Sound Man Mangesh Desai,2017,113,Documentary,IN,\N,8.6,8
Sex and Love,2018,103,Romance,IN,en,6.4,16
They Live Inside Us,2020,103,Horror,IN,hi,3.5,1377
Doom: Annihilation,2019,96,"Action,Adventure,Horror",IN,hi,3.8,11002
Tishnagi,2018,136,"Romance,Thriller",IN,en,6.1,41
The Golem,2018,95,"Drama,Horror",IN,en,5.5,6167
Tone-Deaf,2019,87,"Comedy,Horror,Thriller",IN,hi,4.9,3324
Amulet,2020,99,"Horror,Mystery",IN,en,4.9,5094
A Quiet Place Part II,2020,97,"Drama,Horror,Sci-Fi",IN,en,7.2,313226
Weird Fiction,2018,87,"Drama,Horror,Mystery",IN,en,4.2,157
Killer Highway 21,2018,101,Thriller,IN,\N,4.7,9
Paadam,2018,126,Drama,IN,\N,5.2,21
Rajavukku Check,2020,129,Drama,IN,en,5.6,120
Neeya 2,2019,125,"Horror,Romance",IN,en,2.8,183
Aarudhra,2018,126,Drama,IN,en,5.5,78
Hamari paltan,2018,100,Drama,IN,en,6.3,9
Oollo Pelliki Kukkala Hadavidi,2018,172,Drama,IN,te,8.6,9
Exile,2023,96,Thriller,IN,en,4.8,248
Zindagi Tumse,2019,120,Family,IN,hi,6.3,16
Rumble,2021,95,"Animation,Comedy,Family",IN,hi,5.9,9396
Chicken Run: Dawn of the Nugget,2023,98,"Adventure,Animation,Comedy",IN,en,6.3,28069
The Last Vermeer,2019,118,"Drama,War",IN,hi,6.7,6452
Queen Bees,2021,100,"Comedy,Drama,Romance",IN,en,6.4,4676
Phamous,2018,115,"Comedy,Crime,Drama",IN,en,3.9,363
Vaibhav Sethia: Don't,2018,61,Comedy,IN,\N,7.0,213
Hello Arsi,2018,97,Drama,IN,hi,7.3,17
Alinagarer Golokdhadha,2018,139,Adventure,IN,hi,7.1,786
The Devil's Machine,2019,95,Horror,IN,en,4.2,1945
Moham Muppathu Varusham,1976,\N,"Drama,Romance",IN,\N,7.2,11
DIVOS!,2020,98,"Comedy,Drama",IN,en,4.9,160
The Burnt Orange Heresy,2019,99,"Drama,Mystery,Thriller",IN,en,6.1,6658
Tej... I Love You,2018,122,Romance,IN,hi,5.4,568
Marakkar: Lion of the Arabian Sea,2021,181,"Action,Drama,History",IN,kn,5.8,9552
Shirobako: The Movie,2020,119,"Animation,Comedy,Drama",IN,en,7.1,322
Lifeboat,2018,79,"Drama,Thriller",IN,en,5.4,176
Shonar Pahar,2018,140,Drama,IN,en,8.1,765
Skin Walker,2019,87,"Drama,Horror,Mystery",IN,en,4.1,3662
Annabelle Comes Home,2019,106,"Horror,Mystery,Thriller",IN,en,5.9,98651
All of Me,2021,111,Romance,IN,en,5.5,31
Mere Paas Baap Hai,2018,108,Comedy,IN,\N,6.4,34
No Surrender,2018,114,"Action,Crime,History",IN,en,5.6,2511
Beyond the Raging Sea,2018,70,"Action,Adventure,Documentary",IN,en,7.2,77
Fireheart,2022,92,"Adventure,Animation,Comedy",IN,en,6.2,3712
Complete Strangers,2020,105,"Drama,Thriller",IN,en,4.2,796
Witches in the Woods,2019,90,"Horror,Mystery,Thriller",IN,en,4.3,2462
Deadly Switch,2021,87,"Mystery,Thriller",IN,en,4.5,1524
How Do You Know Chris?,2020,86,Drama,IN,hi,4.9,173
Love You Like That,2021,104,"Comedy,Romance",IN,en,5.1,182
The 355,2022,122,"Action,Thriller",IN,hi,5.6,42601
Phir Aaya Satte Pe Satta,2017,134,Thriller,IN,en,8.5,31
God Children,2019,72,Documentary,IN,\N,7.8,8
Prema Oka Maikam,2013,145,Romance,IN,\N,7.0,7
The Haunting at Death Valley Junction,2020,92,"Drama,Horror,Thriller",IN,hi,2.6,77
Sorry We Missed You,2019,101,Drama,IN,en,7.6,27743
Young Ahmed,2019,85,Drama,IN,en,6.6,4979
Psychobitch,2019,109,Drama,IN,en,6.9,1305
Cam,2018,94,"Drama,Horror,Mystery",IN,en,5.9,39000
Vinaya Vidheya Rama,2019,146,"Action,Drama",IN,en,3.3,4518
Love Express. The Disappearance of Walerian Borowczyk,2018,72,"Biography,Documentary",IN,en,6.8,148
Professor Shanku O El Dorado,2019,90,Drama,IN,en,5.3,610
Manojder Adbhut Bari,2018,117,"Comedy,Drama",IN,hi,5.2,275
Abar Basanta Bilap,2018,138,Comedy,IN,\N,5.8,23
Amma I Love You,2018,147,Drama,IN,en,6.9,137
Birbal Trilogy: Case 1 - Finding Vajramuni,2019,163,"Crime,Thriller",IN,en,7.7,1862
Stage Mother,2020,93,"Comedy,Drama,Music",IN,en,6.6,3254
Haami,2018,133,Drama,IN,en,7.9,1593
Crawl,2019,87,"Action,Horror,Thriller",IN,en,6.1,100892
Adanga Maru,2018,145,"Action,Crime,Drama",IN,en,7.1,3076
Trunk,2018,130,Horror,IN,\N,4.4,50
Kichchu,2018,129,Action,IN,en,7.9,25
Raambo2,2018,140,Comedy,IN,kn,5.5,130
Vantas,2018,129,Romance,IN,\N,5.2,10
Lagna Mubarak,2018,130,Drama,IN,\N,5.9,41
Kill Mode,2020,97,"Action,Sci-Fi",IN,en,3.0,595
Baaghi 3,2020,143,Action,IN,en,2.3,17056
Intikam Kadini,1979,60,"Crime,Thriller",IN,en,4.4,63
The Wedding Year,2019,90,"Comedy,Romance",IN,en,5.6,3896
The Gentlemen,2019,113,"Action,Comedy,Crime",IN,en,7.8,444910
The Apprentice,2024,122,"Biography,Drama,History",IN,en,7.1,65736
There Is No I in Threesome,2021,88,"Documentary,Drama",IN,en,5.6,1114
The Sunlit Night,2019,106,"Drama,Romance",IN,en,6.1,2901
Vivarium,2019,97,"Horror,Mystery,Sci-Fi",IN,en,5.9,86930
Gunpowder Milkshake,2021,114,"Action,Crime,Thriller",IN,en,6.1,54803
Falooda,2018,122,Comedy,IN,en,6.3,16
The ParaPod: A Very British Ghost Hunt,2020,108,"Comedy,Documentary,Horror",IN,en,5.2,355
Indiana Jones and the Crown of Thorns,2018,54,Adventure,IN,hi,5.2,87
Lihaaf: The Quilt,2019,84,"Biography,Drama,History",IN,en,6.1,179
Swallow,2019,94,"Drama,Thriller",IN,en,6.5,31517
Life of an Outcast,2019,81,Drama,IN,\N,7.0,44
About My Father,2023,90,Comedy,IN,en,5.8,17950
Guptodhoner Sondhane,2018,130,Adventure,IN,en,6.8,1338
Arima,2019,77,"Drama,Fantasy",IN,hi,5.3,150
Moving in 2008,2021,78,Drama,IN,en,9.4,16
Peter Rabbit 2: The Runaway,2021,93,"Adventure,Animation,Comedy",IN,en,6.2,16360
Santhoshathil Kalavaram,2018,130,"Horror,Thriller",IN,en,5.8,245
Hawaa,2019,110,Crime,IN,\N,4.5,231
Queen of Hearts,2019,127,Drama,IN,en,7.0,16520
Grand Isle,2019,97,"Crime,Mystery,Thriller",IN,hi,4.7,6244
Queen of Spades: Through the Looking Glass,2019,83,Horror,IN,hi,5.0,812
Runanubandha (The He Without Him),2018,110,Drama,IN,\N,8.5,27
Hitman's Wife's Bodyguard,2021,100,"Action,Comedy,Crime",IN,en,6.1,117163
A Dog's Journey,2019,109,"Adventure,Comedy,Drama",IN,hi,7.4,31958
Chandragiri,2018,142,Drama,IN,\N,4.7,21
Dear Comrade,2019,169,"Action,Drama,Romance",IN,en,7.3,11112
Rubb Rakha,2018,133,Drama,IN,en,4.5,14
Hinsa Par Vijay,2015,\N,Family,IN,\N,8.7,13
Allari Krishnaiah,1986,\N,Drama,IN,\N,7.8,7
State of Consciousness,2022,101,Thriller,IN,en,5.0,505
Aam Aadmi,2018,103,Drama,IN,en,7.3,8
Vixen,2024,87,Action,IN,en,5.2,364
Picture of His Life,2019,72,"Biography,Documentary",IN,en,8.2,83
Twin Murders: The Silence of the White City,2019,110,"Crime,Drama,Mystery",IN,en,5.4,6602
Chhakka Panja 3,2018,145,Comedy,IN,en,5.0,240
The Zero Line,2017,\N,Thriller,IN,\N,8.8,17
GirlFight: Model Kombat,2018,76,"Action,Adventure,Horror",IN,en,4.3,14
Haage Summane,2008,\N,Romance,IN,\N,7.5,21
Hoichoi Unlimited,2018,135,Drama,IN,en,4.4,365
Whats up lagna,2018,148,Romance,IN,hi,6.3,91
Savita Damodar Paranjpe,2018,108,Thriller,IN,en,5.8,310
Pataakha,2018,134,"Action,Comedy,Drama",IN,hi,7.2,4791
Amavas,2019,134,"Horror,Thriller",IN,en,2.8,415
The Gambinos,2019,122,"Crime,Drama",IN,en,5.0,873
Thodraa,2018,\N,Drama,IN,\N,4.7,8
Dhwaja,2018,149,Drama,IN,\N,6.1,32
Bhayanakam,2018,105,"Drama,Thriller",IN,en,7.0,114
Mazhayathu,2018,123,"Drama,Family",IN,en,6.3,289
Farzand,2018,141,"Action,Drama,History",IN,en,8.1,1876
Monkey Baat,2018,102,Comedy,IN,\N,5.8,13
Aadi Purana,2018,139,Drama,IN,\N,6.9,36
Sultan: The Saviour,2018,163,Thriller,IN,en,5.1,558
Hebbet Ramakka,2018,144,Drama,IN,en,7.3,23
Aatagallu,2018,141,Thriller,IN,en,5.0,195
Darlin',2019,100,"Horror,Thriller",IN,en,4.9,2518
Rainbow Jelly,2018,120,Drama,IN,en,6.8,168
Ranangan,2018,131,Drama,IN,en,5.8,83
Wagherya,2018,\N,Drama,IN,en,7.7,26
Abhishekam,1998,\N,Drama,IN,\N,7.3,20
Palma,2021,110,"Drama,Family",IN,en,6.8,1356
The Great Indian Road Movie,2019,120,"Adventure,Drama,Family",IN,en,8.2,3619
Portal,2019,75,"Horror,Thriller",IN,hi,3.9,558
Adopt a Daddy,2019,99,"Comedy,Drama",IN,en,5.6,532
Memoria,2021,136,"Drama,Mystery,Sci-Fi",IN,en,6.4,12491
Daliland,2022,97,"Biography,Drama",IN,en,5.9,2972
Babyteeth,2019,118,"Comedy,Drama,Romance",IN,en,7.2,20275
The Perfect Find,2023,99,"Comedy,Drama,Romance",IN,en,5.2,3715
Contessa,2018,119,"Action,Thriller",IN,\N,5.1,33
Killers Anonymous,2019,95,"Action,Crime,Mystery",IN,hi,4.0,10585
Robert Reborn,2019,85,Horror,IN,en,2.7,748
The Two Popes,2019,125,"Biography,Comedy,Drama",IN,en,7.6,144416
The Tenant,2021,112,Drama,IN,hi,6.2,278
Biporjoy,2017,120,"Action,Drama",IN,\N,4.8,13
Allu Ramendran,2019,135,"Comedy,Drama",IN,en,5.6,587
Inmate Zero,2020,106,Horror,IN,en,4.3,3517
Out in the Open,2019,103,"Adventure,Drama,Thriller",IN,en,6.9,1740
Dogman's Rabies,2018,120,"Crime,Horror,Thriller",IN,en,5.7,239
S.P. Chauhan,2019,136,Drama,IN,en,4.9,1541
Rendel: Cycle of Revenge,2024,99,"Action,Crime,Drama",IN,en,3.6,279
22 Days,2018,124,Thriller,IN,en,7.0,15
Mangalyam Thanthunanena,2018,138,"Comedy,Family",IN,en,4.8,244
The Mercenary,2019,91,Action,IN,hi,5.2,811
Dakuaan Da Munda,2018,120,"Action,Biography,Drama",IN,en,7.6,411
Mandali Tumchyasathi Kay Pan,2013,109,Comedy,IN,\N,6.6,11
Kaappaan,2019,166,"Action,Drama,Thriller",IN,te,6.2,6817
Kumbalangi Nights,2019,135,"Comedy,Drama,Romance",IN,en,8.5,20809
Kuch Alag Sa,2014,\N,Drama,IN,\N,8.5,8
Between Summer and Fall,2018,102,"Drama,Romance",IN,en,6.9,404
15+ Coming of Age,2017,104,Comedy,IN,hi,5.5,311
The Murder of Nicole Brown Simpson,2019,82,"Crime,Horror,Mystery",IN,hi,2.6,2029
One of These Days,2020,119,Drama,IN,en,6.0,620
Rally Road Racers,2023,93,"Animation,Comedy,Family",IN,hi,5.3,1080
Rare Beasts,2019,87,"Comedy,Drama,Romance",IN,en,5.4,1584
Antore Bahire,2012,\N,Drama,IN,\N,7.9,10
Neer Khoje Pakhi,2017,\N,Drama,IN,\N,8.7,11
Two Yellow Lines,2021,96,Drama,IN,en,6.7,185
Abrakadabra,2018,69,"Horror,Mystery,Thriller",IN,en,5.3,668
Eai Aronya,2011,\N,Drama,IN,\N,9.0,10
Vandha Villas,2018,105,Comedy,IN,en,6.1,58
Pagalpanti,2018,124,"Comedy,Drama",IN,en,5.4,35
Skin: The Movie,2018,51,Comedy,IN,en,6.3,90
Bit,2019,90,"Comedy,Horror",IN,en,4.9,1649
The Last Bite,2020,70,"Drama,Mystery,Sci-Fi",IN,en,4.1,117
A Nun's Curse,2019,73,Horror,IN,en,2.7,532
The Wind,2018,88,"Drama,Horror,Mystery",IN,en,5.6,10495
Anukta,2018,135,Thriller,IN,\N,7.6,105
Jalebi,2018,112,"Drama,Romance",IN,en,6.1,3351
Shamshera,2022,178,"Action,Adventure,Drama",IN,en,4.7,57627
Gadbad Jhali,2018,\N,Drama,IN,\N,7.3,7
Helicopter Eela,2018,135,Drama,IN,en,5.5,1356
Ratri Shesher Tara,2017,\N,Family,IN,\N,7.7,12
Ti and Ti,2019,\N,Drama,IN,\N,5.2,37
Bidai Byomkesh,2018,121,Drama,IN,en,5.2,658
Finally Bhalobasha,2019,114,"Drama,Romance",IN,en,6.7,226
Tritio Adhyay,2019,105,Drama,IN,\N,8.6,80
Vettai Naai,2021,\N,Drama,IN,\N,5.8,29
Kolkatay Kohinoor,2019,129,Drama,IN,en,6.2,86
Bhobishyoter Bhoot,2018,131,"Comedy,Horror",IN,bn,5.7,338
Bhalobashar Bari,2018,\N,Drama,IN,\N,6.1,8
Rom Com,2019,\N,Romance,IN,\N,8.3,12
Ziprya,2018,\N,Drama,IN,\N,7.6,13
Ek Sangaychay,2018,127,Drama,IN,hi,7.9,99
Love Betting,2018,\N,Comedy,IN,\N,8.7,12
Toh Lagi Sharat,2018,137,"Comedy,Mystery,Thriller",IN,en,9.2,52
Flee,2021,89,"Animation,Biography,Documentary",IN,en,7.9,20854
Hanuman vs. Mahiravana,2018,91,Animation,IN,en,7.0,156
Varnamaya,2018,130,"Horror,Mystery,Thriller",IN,en,7.2,13
Friendsgiving,2020,95,"Comedy,Drama",IN,en,4.5,4044
Andhagaara,2018,\N,Thriller,IN,\N,3.2,9
Appe Teacher,2018,175,Drama,IN,en,7.6,28
Bhootayyana Mommaga Ayyu,2018,\N,Comedy,IN,\N,6.7,11
Buckasura,2018,\N,Thriller,IN,\N,6.1,50
Atmogopon,2013,\N,Thriller,IN,\N,7.0,14
Tin Adhayay,2013,\N,Drama,IN,\N,7.5,9
