primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,language
Romeo and Juliet,1968,138,"Drama,Romance",7.6,36774,hi
Rosemary's Baby,1968,137,"Drama,Horror",8.0,253512,hi
Sadhu Aur Shaitaan,1968,155,"Comedy,Thriller",6.8,190,hi
Sunghursh,1968,175,"Action,Crime,Drama",6.6,147,hi
School for Sex,1969,68,Comedy,3.7,481,hi
Sebastian,1968,100,"Drama,Romance,Thriller",6.1,743,hi
Sweet November,1968,114,"Comedy,Drama,Romance",6.8,1379,hi
Tarzan and the Jungle Boy,1968,99,"Action,Adventure",5.2,471,hi
Top Sensation,1969,86,"Drama,Horror,Thriller",5.4,805,hi
Vixen!,1968,70,Drama,5.6,3618,hi
Butch Cassidy and the Sundance Kid,1969,110,"Adventure,Biography,Crime",8.0,236501,hi
Once Upon a Time in the West,1968,166,"Drama,Western",8.5,375577,hi
Carry on Again Doctor,1969,89,Comedy,6.2,3234,hi
Do Raaste,1969,150,"Drama,Romance",7.1,410,hi
The Sweet Body of Deborah,1968,95,"Drama,Horror,Mystery",5.9,1043,hi
Easy Rider,1969,95,"Adventure,Drama",7.2,121995,hi
The First Time,1969,90,"Comedy,Drama",4.9,622,hi
How to Succeed with Sex,1970,77,Comedy,4.0,96,hi
The Italian Job,1969,99,"Action,Comedy,Crime",7.2,53269,hi
Mackenna's Gold,1969,128,"Action,Adventure,Drama",6.7,10564,hi
Maid in Sweden,1971,80,Drama,4.3,1652,hi
Marlowe,1969,96,"Crime,Drama,Mystery",6.4,4243,hi
Meri Bhabhi,1969,148,"Drama,Family",5.7,33,hi
Midnight Cowboy,1969,113,Drama,7.8,129251,hi
More,1969,112,"Crime,Drama,Romance",6.4,3406,hi
Prague Nights,1969,99,"Comedy,Drama,Fantasy",6.7,232,hi
Prince,1969,\N,Romance,6.8,247,hi
Pyar Hi Pyar,1969,135,Romance,7.1,107,hi
The Rain People,1969,101,Drama,6.8,4540,hi
A Thousand & One Nights,1969,128,"Action,Adventure,Animation",6.5,986,hi
Sex and the Animals,1969,96,Documentary,5.8,34,hi
Talash,1969,175,"Romance,Thriller",6.5,207,hi
"Tarzana, the Wild Woman",1969,87,Adventure,4.6,181,hi
Topaz,1969,143,"Drama,Thriller",6.2,20712,hi
Vacation,1971,101,Drama,5.4,376,hi
Where Eagles Dare,1968,158,"Action,Adventure,War",7.6,66560,hi
Z,1969,127,"Crime,Drama,Thriller",8.1,33304,hi
"I Killed Einstein, Gentlemen",1970,95,"Comedy,Romance,Sci-Fi",6.8,642,hi
The Hot Month of August,1966,79,"Crime,Drama,Thriller",5.2,171,hi
The Love Factor,1969,86,"Comedy,Fantasy,Sci-Fi",3.9,1128,hi
"You Are a Widow, Sir!",1971,97,"Comedy,Sci-Fi",7.4,911,hi
Aradhana,1969,169,"Drama,Musical,Romance",7.6,2180,hi
Days and Nights in the Forest,1970,115,Drama,8.1,3126,hi
The Aristocats,1970,78,"Adventure,Animation,Comedy",7.1,122466,hi
Beneath the Planet of the Apes,1970,95,"Action,Adventure,Sci-Fi",6.0,56805,hi
Catch-22,1970,122,"Comedy,Drama,War",7.1,27902,hi
"Four Murders Is Enough, Darling",1971,103,"Comedy,Crime",7.4,878,hi
The Decameron,1971,111,"Comedy,Drama,History",7.0,13378,hi
The Great White Hope,1970,103,"Drama,Romance,Sport",6.9,3017,hi
Hollywood Blue,1970,90,Documentary,5.8,18,hi
Kati Patang,1970,167,"Drama,Family,Musical",7.2,1259,hi
Love Story,1970,100,"Drama,Romance",6.9,39511,hi
Venial Sin,1974,98,Comedy,5.4,904,hi
My Name Is Joker,1970,224,"Comedy,Drama,Musical",7.9,5809,hi
"My Lover, My Son",1970,96,Drama,5.1,472,hi
Patton,1970,172,"Biography,Drama,War",7.9,113024,hi
The Adversary,1970,110,Drama,8.1,2044,hi
Ryan's Daughter,1970,200,"Drama,Romance",7.4,11405,hi
Sex-Power,1970,81,"Drama,Romance",6.0,78,hi
Lovefilm,1970,123,Drama,7.6,911,hi
The Man Who Left His Will on Film,1970,94,Drama,6.9,906,hi
Women in Love,1969,131,"Drama,Romance",7.1,9611,hi
Amar Prem,1972,143,"Drama,Musical,Romance",8.1,2144,hi
Anand,1971,122,"Drama,Musical",8.1,36965,hi
Bananas,1971,82,Comedy,6.9,39561,hi
The Big Doll House,1971,95,"Action,Drama,Thriller",5.8,3390,hi
The Young Seducers,1971,79,Comedy,4.3,364,hi
The Boy Friend,1971,137,"Comedy,Musical,Romance",6.8,3805,hi
Calcutta 71,1972,132,Drama,8.1,355,hi
Caravan,1971,161,"Action,Comedy,Musical",6.7,365,hi
A Virgin Among the Living Dead,1973,105,"Drama,Horror",4.9,2939,hi
A Clockwork Orange,1971,136,"Crime,Sci-Fi",8.2,923939,hi
Creatures the World Forgot,1971,95,"Adventure,Fantasy",4.5,1182,hi
The Devils,1971,111,"Biography,Drama,History",7.7,20667,hi
Diamonds Are Forever,1971,120,"Action,Adventure,Thriller",6.5,120181,hi
Dirty Harry,1971,102,"Action,Crime,Thriller",7.7,178076,hi
Escape from the Planet of the Apes,1971,98,"Action,Sci-Fi",6.3,43876,hi
The French Connection,1971,104,"Action,Crime,Drama",7.7,147791,hi
The Chambermaid's Dream,1971,90,Drama,5.1,296,hi
Get Carter,1971,112,"Crime,Thriller",7.3,39089,hi
Guddi,1971,121,"Comedy,Drama,Family",7.2,1220,hi
Haré Rama Haré Krishna,1971,149,"Drama,Musical",7.1,902,hi
Little Murders,1971,108,"Comedy,Crime",6.9,4083,hi
The Girl on a Broomstick,1972,76,"Comedy,Family,Fantasy",7.3,1720,hi
What the Peeper Saw,1972,89,"Crime,Drama,Horror",5.7,2044,hi
Parwana,1971,93,"Romance,Thriller",6.8,252,hi
Percy,1971,103,Comedy,4.5,525,hi
Prema Nagar,1971,170,"Drama,Musical,Romance",7.8,69,hi
The Canterbury Tales,1972,111,"Comedy,Drama,History",6.3,8911,hi
Schoolgirl's Report '75,1971,91,"Comedy,Drama,Romance",4.4,578,hi
Company Limited,1971,110,Drama,7.8,1486,hi
Sharmeelee,1971,164,"Musical,Mystery,Romance",6.7,195,hi
Murmur of the Heart,1971,118,"Comedy,Drama",7.5,11448,hi
The Stepmother,1972,94,Drama,4.1,557,hi
Straw Dogs,1971,113,"Crime,Drama,Thriller",7.4,67414,hi
Summer of '42,1971,104,"Drama,Romance",7.2,9830,hi
The Big Boss,1971,99,"Action,Crime,Drama",6.9,31262,hi
Tere Mere Sapne,1971,175,"Drama,Romance",7.6,300,hi
Tirarse al monte,1971,102,\N,5.7,14,hi
A Town Called Hell,1971,95,"Action,Drama,Western",5.0,972,hi
Black Mountain,1971,83,"Drama,Family,Fantasy",6.3,45,hi
Vanishing Point,1971,99,"Action,Crime,Thriller",7.2,32018,hi
The Velvet Vampire,1971,80,Horror,5.3,2034,hi
Willy Wonka & the Chocolate Factory,1971,100,"Adventure,Comedy,Family",7.8,240863,hi
Women in Cages,1971,81,"Action,Crime,Drama",5.0,2114,hi
Snake Fist Fighter,1973,80,"Action,Comedy,Drama",5.1,2318,hi
"Aguirre, the Wrath of God",1972,95,"Action,Adventure,Biography",7.8,66528,hi
Annadata,1972,\N,"Drama,Family",6.7,57,hi
Bawarchi,1972,130,"Comedy,Drama,Family",8.1,4713,hi
Bombay to Goa,1972,132,"Action,Adventure,Comedy",6.7,1334,hi
Cabaret,1972,124,"Drama,Music,Musical",7.8,63385,hi
Chut!,1972,88,Comedy,5.6,56,hi
Deliverance,1972,109,"Adventure,Drama,Thriller",7.6,126625,hi
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,88,Comedy,6.7,43426,hi
Fritz the Cat,1972,78,"Animation,Comedy,Drama",6.2,15700,hi
The Godfather,1972,175,"Crime,Drama",9.2,2172646,hi
Horror Express,1972,88,"Adventure,Horror,Sci-Fi",6.5,14202,hi
Images,1972,104,"Drama,Horror,Mystery",7.0,8441,hi
Jeremiah Johnson,1972,108,"Adventure,Drama,Western",7.6,38393,hi
The Way of the Dragon,1972,90,"Action,Adventure,Comedy",7.1,43791,hi
Mere Jeevan Saathi,1972,142,"Action,Adventure,Drama",6.7,252,hi
The Pig Keeper's Daughter,1972,92,Comedy,4.6,814,hi
Pink Flamingos,1972,93,"Comedy,Crime",6.0,30248,hi
The Poseidon Adventure,1972,117,"Action,Adventure,Drama",7.1,52801,hi
The Call of the Wild,1972,100,"Adventure,Drama,Family",5.9,2145,hi
Sabse Bada Sukh,1972,114,"Comedy,Drama",5.7,21,bn
Sanjog,1972,150,"Comedy,Drama,Family",5.7,187,hi
Sitting Target,1972,93,"Action,Crime,Drama",6.6,1668,hi
Solaris,1972,167,"Adventure,Drama,Mystery",7.9,103458,hi
Sweet Sugar,1972,90,"Action,Drama",5.1,961,hi
All Nudity Shall Be Punished,1973,102,Drama,6.9,684,hi
They're Coming to Get You!,1972,87,"Horror,Thriller",6.6,5236,hi
Travels with My Aunt,1972,108,"Adventure,Comedy",6.3,2895,hi
The Wrath of God,1972,111,"Adventure,Drama,Western",6.0,1384,hi
Abhimaan,1973,122,"Drama,Musical",7.8,3205,hi
American Graffiti,1973,110,"Comedy,Drama",7.4,104081,hi
Anita,1973,95,"Drama,Romance",5.1,1958,hi
Distant Thunder,1973,101,History,7.9,1847,hi
Badlands,1973,94,"Action,Crime,Drama",7.7,82844,hi
Bobby,1973,168,"Comedy,Drama,Musical",6.9,2132,hi
"Brother Sun, Sister Moon",1972,121,"Biography,Drama,History",7.2,5226,hi
Torso,1973,92,"Crime,Horror,Mystery",6.5,8910,hi
The Day of the Jackal,1973,143,"Crime,Drama,Thriller",7.8,51483,hi
Don't Look Now,1973,110,"Drama,Horror,Mystery",7.1,67419,hi
Enter the Dragon,1973,102,"Action,Crime,Thriller",7.6,118493,hi
The Exorcist,1973,122,Horror,8.1,489207,bn
Jheel Ke Us Paar,1973,142,"Drama,Romance",6.6,140,hi
Battles Without Honor and Humanity,1973,99,"Crime,Drama",7.4,4682,hi
Jonathan Livingston Seagull,1973,99,"Drama,Family",5.7,2451,hi
Jugnu,1973,149,"Action,Drama,Thriller",6.7,252,hi
Live and Let Die,1973,121,"Action,Adventure,Thriller",6.7,121635,hi
Lolly-Madonna XXX,1973,105,"Action,Crime,Drama",6.4,976,hi
Malicious,1973,98,"Comedy,Drama,Romance",6.3,3902,hi
The Mother and the Whore,1973,210,"Drama,Romance",7.7,7496,hi
Man Jeete Jag Jeet,1973,\N,"Action,Crime,Drama",5.8,32,hi
Mean Streets,1973,112,"Crime,Drama,Thriller",7.2,125962,hi
Naked Over the Fence,1973,98,Thriller,5.4,316,hi
Namak Haraam,1973,146,Drama,7.2,1909,hi
No Sex Please - We're British,1973,91,Comedy,5.4,759,hi
Paper Moon,1973,102,"Comedy,Crime,Drama",8.1,56290,hi
Phagun,1973,136,"Drama,Family,Romance",7.2,76,hi
Pran Jaye Par Vachan Na Jaye,1974,\N,"Action,Crime,Drama",7.4,61,hi
Robin Hood,1973,83,"Adventure,Animation,Comedy",7.5,147240,hi
Sssssss,1973,99,"Horror,Sci-Fi",5.4,4490,hi
The Satanic Rites of Dracula,1973,87,"Drama,Horror",5.5,7650,hi
Satanico Pandemonium,1975,88,"Horror,Mystery,Thriller",6.1,1728,hi
Saudagar,1973,131,"Drama,Family",7.4,946,hi
Seduction,1973,99,"Crime,Drama,Romance",5.9,689,hi
Serpico,1973,130,"Biography,Crime,Drama",7.7,143862,hi
Sleeper,1973,89,"Comedy,Sci-Fi",7.1,46178,hi
The Sting,1973,129,"Comedy,Crime,Drama",8.2,295463,hi
Last Tango in Paris,1972,129,"Drama,Romance",6.8,61721,hi
The Wicker Man,1973,88,"Horror,Mystery,Thriller",7.5,103089,hi
Procession of Memories,1973,164,"Action,Drama,Musical",7.3,2270,hi
Zanjeer,1973,145,"Action,Crime,Drama",7.5,4444,hi
State of Siege,1972,120,"Crime,Drama,Mystery",7.7,6578,hi
My Mother's Friend,1975,95,Comedy,4.5,177,hi
Ankur,1974,131,Drama,7.8,1815,hi
Appassionata,1974,96,Drama,5.4,1061,hi
Belladonna of Sadness,1973,86,"Animation,Drama,Fantasy",7.3,9009,hi
Bruce Lee's Deadly Kung Fu,1977,91,"Action,Drama",5.2,322,hi
"Celestine, Maid at Your Service",1974,93,Comedy,4.9,519,hi
36 Ghante,1974,129,"Action,Crime,Drama",6.6,179,hi
Chinatown,1974,130,"Drama,Mystery,Thriller",8.1,371127,hi
Immoral Tales,1973,125,"Drama,Romance",5.6,6223,hi
The Conversation,1974,113,"Drama,Mystery,Thriller",7.7,133900,hi
Emmanuelle,1974,95,"Drama,Romance",5.2,11967,hi
Geetaa Mera Naam,1974,\N,"Action,Drama,Thriller",6.9,93,hi
Bedtime Stories for Grownups,1974,75,Comedy,4.3,162,hi
The Godfather Part II,1974,202,"Crime,Drama",9.0,1459636,hi
Gold,1974,124,"Adventure,Drama,Romance",5.7,2774,hi
The Golden Voyage of Sinbad,1973,105,"Action,Adventure,Fantasy",6.8,11463,hi
The Holy Mountain,1973,114,"Adventure,Drama,Fantasy",7.7,51408,hi
Innocence and Desire,1974,105,"Comedy,Romance",4.7,327,hi
The Bod Squad,1974,99,"Action,Comedy",5.5,436,hi
The Longest Yard,1974,121,"Comedy,Crime,Drama",7.1,22740,hi
Till Marriage Do Us Part,1974,92,Comedy,6.6,823,hi
Monty Python and the Holy Grail,1975,91,"Adventure,Comedy,Fantasy",8.2,595784,hi
The Night Porter,1974,118,Drama,6.6,16044,hi
Paul and Michelle,1974,103,"Drama,Romance",5.7,228,hi
Roti Kapada Aur Makaan,1974,159,"Action,Drama,Musical",6.8,977,hi
The Savage Is Loose,1974,114,"Adventure,Drama",5.3,481,hi
Le Sex Shop,1972,92,"Comedy,Drama",5.5,386,hi
The Golden Fortress,1974,136,"Adventure,Family,Mystery",8.3,3056,hi
Sweet Movie,1974,98,"Comedy,Drama,Mystery",5.9,6858,hi
The Texas Chain Saw Massacre,1974,83,Horror,7.4,206684,hi
Thriller: A Cruel Picture,1973,104,"Action,Crime,Drama",6.4,9272,hi
Going Places,1974,117,"Action,Comedy,Crime",7.1,10595,hi
Vampyres,1974,87,"Drama,Fantasy,Horror",6.0,4722,hi
Welcome to Arrow Beach,1973,85,Horror,5.6,458,hi
A Woman Under the Influence,1974,155,"Drama,Romance",8.0,32192,hi
Mirror,1975,107,"Biography,Drama",7.9,56307,hi
Barry Lyndon,1975,185,"Adventure,Drama,War",8.1,198733,hi
A Boy and His Dog,1975,91,"Comedy,Drama,Sci-Fi",6.4,20504,hi
The Beast,1975,98,"Drama,Fantasy,Horror",5.7,5894,hi
Chhoti Si Baat,1976,123,"Comedy,Romance",8.3,4874,hi
Chupke Chupke,1975,146,"Comedy,Drama,Romance",8.3,13747,hi
Deewaar,1975,174,"Action,Crime,Drama",8.0,12713,hi
Dog Day Afternoon,1975,125,"Biography,Crime,Drama",8.0,286817,hi
The Sweet Aunts,1975,90,Comedy,4.6,228,hi
Black Emanuelle,1975,96,Drama,4.6,1976,hi
Female Trouble,1974,89,"Comedy,Crime",7.1,11470,hi
Garm Hava,1974,146,Drama,8.0,908,hi
The Giant Spider Invasion,1975,80,"Horror,Sci-Fi",3.3,4965,ta
Hearts of the West,1975,102,"Comedy,Western",6.5,1893,hi
Hera Pheri,1976,164,"Action,Comedy,Crime",6.6,1199,hi
Hester Street,1975,89,"Drama,Romance",7.0,2292,hi
The Story of O,1975,97,Drama,5.3,7407,hi
The School Teacher,1975,89,Comedy,4.8,1024,hi
Jai Santoshi Maa,1975,145,"Drama,Fantasy",6.5,241,bn
Jaws,1975,124,"Adventure,Horror,Thriller",8.1,721132,gu
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,202,Drama,7.5,16807,hi
The Private Lesson,1975,95,Comedy,4.8,525,hi
The Teasers,1975,90,Comedy,4.6,877,hi
Mili,1975,150,"Drama,Family,Musical",7.4,1523,hi
Valentina ...The Virgin Wife,1975,98,Comedy,5.1,442,hi
Night Moves,1975,100,"Crime,Drama,Mystery",7.1,20547,hi
One Flew Over the Cuckoo's Nest,1975,133,Drama,8.6,1135928,hi
Scandal in the Family,1975,97,"Comedy,Drama",4.8,235,hi
The Police Are Blundering in the Dark,1975,87,"Crime,Horror,Mystery",4.9,643,hi
That Malicious Age,1975,90,"Drama,Romance",4.8,623,hi
The Rocky Horror Picture Show,1975,100,"Comedy,Horror,Musical",7.4,179860,hi
"Salò, or the 120 Days of Sodom",1975,117,Drama,5.8,71011,hi
Sandakan No. 8,1974,120,"Drama,History,War",7.5,840,hi
Sanyasi,1975,155,"Comedy,Drama",6.9,87,hi
Sholay,1975,162,"Action,Adventure,Comedy",8.1,61721,hi
Summer School Teachers,1975,85,"Romance,Thriller",4.4,409,hi
Supervixens,1975,106,"Comedy,Thriller",5.9,5722,hi
Three Days of the Condor,1975,117,"Crime,Mystery,Thriller",7.4,68459,hi
Swept Away,1974,114,"Adventure,Comedy,Drama",7.5,7308,hi
The Family Vice,1975,90,Comedy,5.1,410,hi
Zakhmee,1975,\N,"Crime,Drama,Musical",6.0,53,hi
Sex with a Smile,1976,100,Comedy,5.2,548,hi
The Adolescent,1976,92,Comedy,5.2,138,hi
In the Realm of the Senses,1976,109,"Drama,Romance",6.6,24595,hi
All the President's Men,1976,138,"Drama,History,Thriller",7.9,134896,hi
"Baxter, Vera Baxter",1977,95,"Drama,Music,Mystery",6.0,714,hi
Beatriz,1976,85,"Drama,Horror",5.4,350,hi
Carrie,1976,98,Horror,7.4,223222,hi
How About a Plate of Spinach?,1977,86,"Comedy,Sci-Fi",7.0,832,hi
The Eagle Has Landed,1976,123,"Adventure,Drama,Thriller",6.9,26544,hi
Emanuelle in Bangkok,1976,87,Drama,4.4,1420,hi
An Evening in Paris,1967,168,"Musical,Romance,Thriller",6.5,429,hi
Gumrah,1976,\N,"Action,Romance",4.6,20,hi
The Sensuous Nurse,1975,105,Comedy,4.8,939,hi
Jackson County Jail,1976,84,"Action,Crime,Drama",6.1,1574,hi
Kabhi Kabhie,1976,177,"Drama,Romance",7.1,2627,hi
Leadbelly,1976,126,"Biography,Drama,Music",7.2,950,hi
Lipstick,1976,89,"Crime,Drama,Thriller",5.7,2958,hi
The Little Girl Who Lives Down the Lane,1976,91,"Drama,Horror,Mystery",7.0,19450,hi
Manthan,1976,134,Drama,7.7,925,hi
Marathon Man,1976,125,"Crime,Drama,Thriller",7.4,74205,hi
Mistress,1976,112,"Drama,Romance",6.5,2554,hi
The Message,1976,177,"Biography,Drama,History",8.1,53204,hi
My Father's Wife,1976,92,Drama,4.6,271,hi
Network,1976,121,Drama,8.1,182812,hi
Nine Guests for a Crime,1977,91,"Crime,Drama,Horror",5.9,950,hi
The Omen,1976,111,"Horror,Mystery",7.5,144127,hi
The Outlaw Josey Wales,1976,135,"Drama,Western",7.8,85014,hi
Rocky,1976,120,"Drama,Sport",8.1,674302,hi
Salon Kitty,1976,129,"Drama,War",5.4,5495,hi
Silent Movie,1976,87,Comedy,6.7,19358,hi
The Summer I Turned 15,1976,98,Drama,5.9,227,hi
Taxi Driver,1976,114,"Crime,Drama",8.2,1001554,hi
Sexy Sisters,1977,85,"Crime,Drama",4.4,1057,hi
Up!,1976,80,"Comedy,Mystery,Thriller",5.7,3597,hi
The Witch Who Came from the Sea,1976,83,"Drama,Horror,Thriller",5.7,2766,hi
Amar Akbar Anthony,1977,184,"Action,Comedy,Drama",7.4,8777,hi
Annie Hall,1977,93,"Comedy,Romance",7.9,287837,hi
Bhumika,1977,142,Drama,7.4,769,hi
Bilitis,1977,95,"Drama,Romance",5.3,2803,hi
Bobby Deerfield,1977,124,"Drama,Romance",5.8,5085,hi
The Sorcerer's Apprentice,1978,73,"Animation,Family,Fantasy",7.5,1294,hi
That Obscure Object of Desire,1977,103,"Comedy,Drama,Romance",7.8,26569,hi
Cinderella 2000,1977,89,"Fantasy,Musical,Sci-Fi",3.5,711,hi
Close Encounters of the Third Kind,1977,138,"Drama,Sci-Fi",7.6,229199,ta
The Deep,1977,123,"Adventure,Mystery,Thriller",6.2,15053,hi
The Duellists,1977,100,"Drama,War",7.4,28973,hi
Emanuelle and the Last Cannibals,1977,94,"Adventure,Horror",5.0,3504,hi
Exorcist II: The Heretic,1977,117,Horror,3.8,30269,hi
Fight for Your Life,1977,82,"Crime,Drama,Thriller",6.3,1899,hi
House,1977,88,"Comedy,Horror",7.2,38247,hi
Goliathon,1977,90,"Action,Adventure,Horror",5.4,2325,hi
Hum Kisise Kum Naheen,1977,169,"Action,Comedy,Drama",7.1,584,hi
Immaan Dharam,1977,156,"Action,Drama",5.5,238,hi
Julia,1977,117,Drama,7.0,11185,hi
Kanchana Sita,1977,90,Drama,7.1,140,ml
A Little Night Music,1977,124,"Comedy,Musical,Romance",5.4,971,hi
"Messalina, Messalina",1977,81,"Adventure,Comedy",4.0,333,hi
Sweet Adolescents,1977,108,Drama,6.2,418,hi
Orca,1977,92,"Adventure,Drama,Horror",5.8,14619,hi
Pumping Iron,1977,86,"Documentary,Sport",7.3,26325,hi
That Strange Desire to Love,1977,90,Drama,5.7,100,hi
Ram Ram Gangaram,1977,160,Drama,7.3,52,mr
Nest of Vipers,1978,105,Drama,6.3,364,hi
Saturday Night Fever,1977,118,"Drama,Music",6.8,92868,hi
Submission,1976,116,"Drama,War",6.2,645,hi
The Chess Players,1977,129,"Comedy,Drama,History",7.5,4337,hi
Sinbad and the Eye of the Tiger,1977,113,"Action,Adventure,Family",6.4,9320,hi
Maladolescenza,1977,94,"Drama,Romance",5.5,2745,hi
The Spy Who Loved Me,1977,125,"Action,Adventure,Thriller",7.0,122313,hi
Star Wars: Episode IV - A New Hope,1977,121,"Action,Adventure,Fantasy",8.6,1538225,hi
Suspiria,1977,92,Horror,7.3,114275,hi
Valentino,1977,128,"Biography,Drama",6.1,2446,hi
Young Lady Chatterley,1977,100,Drama,5.2,1297,hi
Empire of Passion,1978,105,"Drama,Horror,Romance",7.0,5468,hi
Atithee,1978,138,"Drama,Romance",6.5,30,hi
Badaltey Rishtey,1978,136,"Drama,Romance",6.8,92,hi
Stay as You Are,1978,95,"Drama,Romance",6.2,1883,hi
Damien: Omen II,1978,107,Horror,6.2,39533,hi
Dawn of the Dead,1978,127,"Horror,Thriller",7.8,134847,hi
Days of Heaven,1978,94,"Drama,Romance",7.7,67346,hi
Death on the Nile,1978,140,"Crime,Drama,Mystery",7.3,43204,hi
The Deer Hunter,1978,183,"Drama,War",8.1,381249,hi
Don,1978,166,"Action,Crime,Thriller",7.7,13327,hi
The End,1978,100,"Comedy,Drama",6.1,4735,hi
Eyes of Laura Mars,1978,104,"Mystery,Thriller",6.2,13337,hi
Faces of Death,1978,105,"Documentary,Horror",4.2,8795,hi
Grease,1978,110,"Comedy,Musical,Romance",7.2,320347,hi
Halloween,1978,91,"Horror,Thriller",7.7,332805,hi
The Hills Have Eyes,1977,90,"Horror,Thriller",6.3,42035,hi
Little Lips,1978,77,Drama,5.3,1116,hi
I Spit on Your Grave,1978,101,"Horror,Thriller",5.7,33582,hi
The Image of Bruce Lee,1978,91,Action,4.8,334,hi
In Praise of Older Women,1978,110,"Comedy,Drama,Romance",5.6,770,hi
International Velvet,1978,127,"Drama,Family,Sport",5.9,1751,hi
Jaganmohini,1978,163,Fantasy,6.6,49,ta
The Elephant God,1979,112,"Adventure,Crime,Family",7.9,2530,hi
Khatta Meetha,1978,128,"Comedy,Drama",7.5,1072,hi
The Lord of the Rings,1978,132,"Adventure,Animation,Fantasy",6.2,38525,hi
Midnight Express,1978,121,"Biography,Crime,Drama",7.5,92582,hi
The Mountain of the Cannibal God,1978,99,"Adventure,Horror",5.2,5086,te
National Lampoon's Animal House,1978,109,Comedy,7.4,134655,hi
Oliver's Story,1978,91,"Drama,Romance",4.7,1124,hi
Piranha,1978,94,"Comedy,Horror,Sci-Fi",5.9,27386,hi
Planet of Dinosaurs,1977,84,"Drama,Sci-Fi",3.8,2072,ta
Pretty Baby,1978,110,Drama,6.5,13948,hi
Get Out Your Handkerchiefs,1978,108,"Comedy,Drama,Romance",6.9,4645,hi
The Priest,1978,109,"Comedy,Drama",6.4,315,hi
Satyam Shivam Sundaram: Love Sublime,1978,172,"Drama,Musical,Romance",6.9,1255,hi
Seeta Aur Geeta,1972,162,"Adventure,Comedy,Drama",6.9,2279,hi
The 36th Chamber of Shaolin,1978,116,"Action,Adventure,Drama",7.6,19904,hi
The Sister of Ursula,1978,96,"Drama,Horror,Mystery",5.1,1612,hi
The Stud,1978,90,"Drama,Romance",4.3,1249,hi
The Killer Nun,1979,88,"Horror,Mystery,Thriller",5.1,2536,hi
Superman,1978,143,"Action,Adventure,Sci-Fi",7.4,204716,bn
Thampu,1978,129,Drama,7.1,150,ml
The Bermuda Triangle,1978,112,"Fantasy,Horror,Mystery",4.0,1866,hi
Trishul,1978,167,"Action,Drama,Musical",7.6,2725,hi
Last Cannibal World,1977,88,"Adventure,Horror",5.9,4503,hi
10,1979,122,"Comedy,Romance",6.2,20139,hi
Ahsaas,1979,144,"Drama,Romance",5.6,63,hi
Alien,1979,117,"Horror,Sci-Fi",8.5,1040098,hi
Cindy's Love Games,1979,86,"Comedy,Drama",4.2,163,hi
Amar Deep,1979,\N,"Drama,Romance",7.2,94,hi
The Amityville Horror,1979,117,Horror,6.2,48254,hi
Apocalypse Now,1979,147,"Drama,Mystery,War",8.4,754845,hi
The Black Hole,1979,98,"Action,Sci-Fi",5.9,29759,hi
The Tin Drum,1979,142,"Drama,War",7.4,27336,hi
The Bugs Bunny/Road-Runner Movie,1979,98,"Animation,Comedy,Family",7.3,4697,hi
Cannibal Holocaust,1980,95,"Adventure,Horror",5.8,65684,hi
The China Syndrome,1979,122,"Drama,Thriller",7.4,35151,hi
Dracula,1979,109,"Drama,Fantasy,Horror",6.5,12205,hi
Dracula Sucks,1978,95,"Adult,Horror",4.9,574,hi
Mimi,1979,110,Drama,5.2,301,hi
"Emanuelle, Queen of Sados",1980,91,"Crime,Drama",4.4,859,hi
Escape from Alcatraz,1979,112,"Biography,Crime,Drama",7.5,160715,hi
Lemon Popsicle,1978,95,"Comedy,Drama,Romance",6.4,3991,hi
Felicity,1978,90,"Drama,Romance",5.2,1558,hi
Vengeance Is Mine,1979,139,"Crime,Drama",7.7,7846,hi
Gol Maal,1979,120,"Comedy,Romance",8.5,21772,hi
Hardcore,1979,108,"Crime,Drama",7.1,16212,hi
Snake in the Monkey's Shadow,1979,100,"Action,Drama",6.7,537,hi
Immoral Women,1979,114,Drama,5.1,973,hi
Jaani Dushman,1979,154,"Action,Horror,Mystery",6.1,684,hi
The Jesus Film,1979,117,"Biography,Drama,Family",7.1,2970,hi
Kaala Patthar,1979,176,"Action,Drama,History",7.6,3036,hi
Kramer vs. Kramer,1979,105,Drama,7.8,163424,hi
Kummatty,1979,90,"Drama,Fantasy",7.3,449,hi
Laura,1979,95,"Drama,Romance",5.6,1596,hi
Monty Python's Life of Brian,1979,94,Comedy,8.0,431738,hi
A Little Romance,1979,110,"Adventure,Comedy,Drama",7.4,6993,hi
Luna,1979,142,Drama,6.4,5813,hi
Mad Max,1979,88,"Action,Adventure,Sci-Fi",6.8,241631,hi
Malibu High,1979,90,"Crime,Drama,Thriller",5.0,1461,hi
...And Give Us Our Daily Sex,1979,84,Comedy,4.3,381,hi
Meatballs,1979,94,Comedy,6.2,25639,hi
Moonraker,1979,126,"Action,Adventure,Sci-Fi",6.3,114792,hi
Muqabla,1979,127,"Action,Adventure,Drama",6.4,44,hi
