primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,language
Kill Mode,2020,97,"Action,Sci-Fi",3.0,595,hi
Baaghi 3,2020,143,Action,2.3,17056,hi
The Wedding Year,2019,90,"Comedy,Romance",5.6,3896,hi
The Gentlemen,2019,113,"Action,Comedy,Crime",7.8,444910,hi
The Sunlit Night,2019,106,"Drama,Romance",6.1,2901,hi
Vivarium,2019,97,"Horror,Mystery,Sci-Fi",5.9,86930,hi
Gunpowder Milkshake,2021,114,"Action,Crime,Thriller",6.1,54803,hi
Indiana Jones and the Crown of Thorns,2018,54,Adventure,5.2,87,hi
Lihaaf: The Quilt,2019,84,"Biography,Drama,History",6.1,179,hi
Playing God,2021,95,"Comedy,Drama",5.3,1414,hi
Swallow,2019,94,"Drama,Thriller",6.5,31517,hi
The Yellow Wallpaper,2021,99,Horror,4.3,387,hi
About My Father,2023,90,Comedy,5.8,17950,hi
Guptodhoner Sondhane,2018,130,Adventure,6.8,1338,hi
Arima,2019,77,"Drama,Fantasy",5.3,150,hi
Peter Rabbit 2: The Runaway,2021,93,"Adventure,Animation,Comedy",6.2,16360,hi
Santhoshathil Kalavaram,2018,130,"Horror,Thriller",5.8,245,hi
Queen of Hearts,2019,127,Drama,7.0,16520,hi
Grand Isle,2019,97,"Crime,Mystery,Thriller",4.7,6244,hi
Queen of Spades: Through the Looking Glass,2019,83,Horror,5.0,812,hi
Hitman's Wife's Bodyguard,2021,100,"Action,Comedy,Crime",6.1,117163,hi
A Dog's Journey,2019,109,"Adventure,Comedy,Drama",7.4,31958,hi
Instinct,2019,98,"Drama,Mystery,Thriller",6.0,3345,hi
Dear Comrade,2019,169,"Action,Drama,Romance",7.3,11112,hi
Hoichoi Unlimited,2018,135,Drama,4.4,365,hi
Whats up lagna,2018,148,Romance,6.3,91,hi
Savita Damodar Paranjpe,2018,108,Thriller,5.8,310,hi
Pataakha,2018,134,"Action,Comedy,Drama",7.2,4791,hi
Amavas,2019,134,"Horror,Thriller",2.8,415,hi
The Gambinos,2019,122,"Crime,Drama",5.0,873,ml
Farzand,2018,141,"Action,Drama,History",8.1,1876,hi
Ranangan,2018,131,Drama,5.8,83,hi
Palma,2021,110,"Drama,Family",6.8,1356,hi
The Great Indian Road Movie,2019,120,"Adventure,Drama,Family",8.2,3619,hi
Portal,2019,75,"Horror,Thriller",3.9,558,hi
Memoria,2021,136,"Drama,Mystery,Sci-Fi",6.4,12491,hi
Killers Anonymous,2019,95,"Action,Crime,Mystery",4.0,10585,hi
Snake Eyes,2021,121,"Action,Adventure,Crime",5.4,47437,hi
The Two Popes,2019,125,"Biography,Comedy,Drama",7.6,144416,hi
The Tenant,2021,112,Drama,6.2,278,hi
Allu Ramendran,2019,135,"Comedy,Drama",5.6,587,hi
S.P. Chauhan,2019,136,Drama,4.9,1541,hi
The Mercenary,2019,91,Action,5.2,811,hi
Dakuaan Da Munda,2018,120,"Action,Biography,Drama",7.6,411,hi
Kaappaan,2019,166,"Action,Drama,Thriller",6.2,6817,te
Kumbalangi Nights,2019,135,"Comedy,Drama,Romance",8.5,20809,hi
15+ Coming of Age,2017,104,Comedy,5.5,311,hi
The Murder of Nicole Brown Simpson,2019,82,"Crime,Horror,Mystery",2.6,2029,hi
Rally Road Racers,2023,93,"Animation,Comedy,Family",5.3,1080,hi
Rare Beasts,2019,87,"Comedy,Drama,Romance",5.4,1584,hi
Jalebi,2018,112,"Drama,Romance",6.1,3351,hi
Shamshera,2022,178,"Action,Adventure,Drama",4.7,57627,hi
Helicopter Eela,2018,135,Drama,5.5,1356,hi
Bidai Byomkesh,2018,121,Drama,5.2,658,hi
Kolkatay Kohinoor,2019,129,Drama,6.2,86,hi
Bhobishyoter Bhoot,2018,131,"Comedy,Horror",5.7,338,bn
Ek Sangaychay,2018,127,Drama,7.9,99,hi
The Return,2020,90,"Horror,Mystery,Sci-Fi",4.5,976,hi
Flee,2021,89,"Animation,Biography,Documentary",7.9,20854,hi
Family Practice,2018,89,Drama,5.3,303,hi
A Dark Foe,2020,114,"Crime,Drama,Horror",4.0,11847,hi
Murina,2021,96,Drama,6.8,3733,hi
Great White,2021,91,"Horror,Thriller",4.2,9674,hi
Bombay Rose,2019,97,"Animation,Drama,Romance",6.5,871,hi
Lust Stories,2018,120,"Drama,Romance",6.4,13864,hi
The Domain,2019,166,Drama,6.7,1566,hi
You're My Favourite Place,2022,90,Drama,6.2,42,hi
Pagan Warrior,2019,82,Horror,3.0,209,hi
Skull: The Mask,2020,90,"Fantasy,Horror",4.9,1011,hi
Sitting in Bars with Cake,2023,120,"Comedy,Drama,Romance",6.4,3655,hi
Vijetha,2018,141,Drama,6.7,376,hi
Jhakaas!,2018,56,"Comedy,Drama",6.6,17,hi
Seal Team,2021,101,"Action,Animation,Comedy",5.6,2000,hi
Sister Aimee,2019,87,Comedy,5.0,254,hi
Pihu,2016,91,"Drama,Thriller",6.7,3119,hi
Time Loop,2019,83,"Adventure,Sci-Fi",3.8,726,hi
Kanaa,2018,145,"Drama,Sport",7.6,4262,hi
Hottegagi Genu Battegagi,2018,\N,Drama,7.3,11,kn
The Tax Collector,2020,95,"Action,Crime,Drama",4.9,16797,hi
Chintu Ka Birthday,2020,83,"Comedy,Drama,War",7.6,4880,hi
Jack Walker,2021,93,Action,5.1,66,hi
Bhonsle,2018,128,Drama,6.8,1785,hi
Pinocchio: A True Story,2021,94,"Animation,Family,Fantasy",3.2,1971,hi
12 Mighty Orphans,2021,118,"History,Sport",6.9,9804,hi
Sword of Trust,2019,88,"Comedy,Drama",6.3,4306,hi
Fortuna's Eye,2019,111,"Fantasy,Romance",6.2,521,hi
Black Beauty,2020,110,"Drama,Family",6.4,4696,hi
Neevevaro,2018,130,"Action,Drama,Romance",6.8,1032,hi
Teri Bhabhi Hai Pagle,2018,125,"Action,Comedy",2.8,152,hi
India's Most Wanted,2019,123,"Action,Thriller",4.7,2453,hi
Porno,2019,98,"Comedy,Horror",5.1,3008,hi
Yield,2020,77,Horror,3.7,65,hi
The Inventor: Out for Blood in Silicon Valley,2019,119,"Crime,Documentary",7.2,16098,hi
Panchatantra,2019,138,Romance,5.9,77,hi
Ee Nagaraniki Emaindi,2018,122,"Comedy,Drama",8.0,4698,hi
Kuch Pal Pyar Ke,2018,104,Drama,4.6,29,hi
Les Salopes or the Naturally Wanton Pleasure of Skin,2018,97,Drama,5.9,322,hi
2 in the Bush: A Love Story,2018,97,"Comedy,Drama,Romance",4.5,931,hi
Bhola Shankar,2008,147,Comedy,4.7,12,hi
Hamilton,2020,160,"Biography,Drama,History",8.3,134192,hi
Good Newwz,2019,134,"Comedy,Drama",6.8,23680,hi
His House,2020,93,"Drama,Horror,Thriller",6.4,53262,hi
Satanic Panic,2019,85,"Comedy,Horror",5.6,7380,hi
Holiday in the Wild,2019,85,"Comedy,Drama,Romance",6.2,18629,hi
Premanjaly,2018,122,Drama,5.6,13,ml
The Fate of Cysalion,2022,188,"Drama,Fantasy,Musical",7.4,967,hi
Summit Fever,2022,115,Drama,5.3,2495,hi
Shadow of Water,2019,120,"Drama,Thriller",5.5,465,ta
Dawn Breaks Behind the Eyes,2021,76,"Action,Horror,Mystery",5.0,2217,hi
The United States vs. Billie Holiday,2021,126,"Biography,Drama,Music",6.3,15543,hi
Flora & Ulysses,2021,95,"Adventure,Comedy,Family",6.2,6866,hi
Bob Marley: One Love,2024,107,"Biography,Drama,Music",6.2,37209,hi
Yes Day,2021,86,"Comedy,Family",5.7,33751,hi
Happiest Season,2020,102,"Comedy,Romance",6.6,51393,hi
Roped,2020,91,"Drama,Romance",5.5,1843,hi
Monster Zone,2020,85,"Adventure,Animation,Family",5.1,1271,hi
Savage,2018,83,"Drama,Mystery,Thriller",4.9,705,hi
Sinamkol,2020,121,Drama,8.1,102,ta
Dolemite Is My Name,2019,118,"Biography,Comedy,Drama",7.2,67255,hi
Vallikudilile Vellakaaran,2018,108,Comedy,4.8,111,ml
Pinky Memsaab,2018,124,"Drama,Family",6.3,597,hi
Mandharam,2018,137,"Drama,Romance",4.1,175,ml
Maadathy: An Unfairy Tale,2019,90,"Drama,Mystery",7.1,366,hi
Aanakkallan,2018,155,"Comedy,Mystery",5.0,322,hi
Kill Chain,2019,91,"Action,Drama,Thriller",5.1,6380,hi
Silly Fellows,2018,122,Comedy,5.7,271,hi
Last Call in the Dog House,2021,91,"Drama,Sci-Fi",4.2,110,hi
Sayonee,2020,111,"Action,Musical,Romance",6.0,1910,hi
Inez & Doug & Kira,2019,97,Drama,5.7,188,hi
Aparichita,1978,139,"Horror,Mystery,Thriller",8.1,43,te
Sleeping Dogs,2024,110,"Crime,Mystery,Thriller",6.2,24498,hi
Konwarpurar Konwar,2017,140,"Action,Comedy,Romance",7.3,16,hi
Zone 414,2021,98,"Adventure,Crime,Drama",5.1,5992,hi
Ekta,2019,99,"Horror,Mystery,Thriller",6.4,1046,hi
Let's Scare Julie,2019,83,"Horror,Mystery,Thriller",3.3,1904,hi
Oolong Courtyard: KungFu School,2018,103,Comedy,4.9,147,hi
Pleasure,2021,109,Drama,6.3,25578,hi
Romeo Akbar Walter,2019,141,"Action,Drama,Thriller",6.7,6531,hi
Jesus Shows You the Way to the Highway,2019,83,"Action,Comedy,Sci-Fi",5.7,1213,hi
Aurora,2019,106,"Comedy,Drama,Romance",6.8,1949,hi
Deuta Diya Bidai,2006,\N,Drama,6.8,7,hi
Joseph,2018,138,"Crime,Drama,Mystery",8.0,7334,hi
4x4,2019,90,"Crime,Thriller",5.7,3105,hi
Vaarthakal Ithuvare,2019,121,Comedy,8.4,715,ml
The Witch: Part 1 - The Subversion,2018,125,"Action,Mystery,Sci-Fi",7.1,21445,hi
Erhart,2022,71,\N,4.9,16,hi
1917,2019,119,"Action,Drama,War",8.2,748402,hi
B.A. Pass 2,2017,125,Drama,2.2,591,hi
Load Wedding,2018,135,"Adventure,Comedy,Drama",7.3,1074,hi
Cry No Fear,2018,105,Thriller,6.6,171,hi
Pettilambattra,2018,122,Comedy,4.0,31,ml
The Double Plus Fifteen,2019,98,Drama,5.6,370,hi
A Shot Through the Wall,2020,90,"Crime,Drama,Thriller",5.3,384,hi
Purity Falls,2019,90,"Drama,Mystery,Thriller",4.6,651,hi
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,99,"Action,Adventure,Animation",7.2,76064,hi
Geetha Govindam,2018,142,"Comedy,Drama,Romance",7.7,17166,hi
Bhavai,2021,114,"Drama,Romance",5.7,2243,hi
Nanjundi Kalyana,1989,153,"Drama,Family",8.0,82,hi
The Old Way,2023,95,"Action,Drama,Western",5.6,10762,hi
Elves,2018,80,"Drama,Fantasy,Horror",1.9,326,hi
Arjun Suravaram,2019,108,"Action,Crime,Thriller",6.6,801,hi
Into the Labyrinth,2019,130,"Crime,Drama,Horror",5.8,5542,hi
Adverse,2020,94,"Crime,Thriller",4.2,16285,hi
"Sarkari. Hi. Pra. Shale Kasaragodu, Koduge: Ramanna Rai",2018,147,Drama,8.7,3279,hi
Swargakkunnile Kuriakose,2018,102,Thriller,5.8,11,hi
Captors,2020,93,Thriller,3.7,4668,hi
Portrait of a Lady on Fire,2019,122,"Drama,Romance",8.0,123299,hi
Kidnapping Stella,2019,89,"Crime,Drama,Thriller",4.9,6997,hi
Drastic Measures,2020,80,"Crime,Drama,Thriller",4.3,87,hi
Ashi Hi Aashiqui,2019,133,Romance,7.1,43,hi
Occupation: Rainfall,2020,128,"Action,Sci-Fi",4.7,15928,hi
Kiss the Ground,2020,84,Documentary,8.1,8043,hi
An Affair to Die For,2019,82,"Horror,Thriller",4.9,2595,hi
Anandi Gopal,2019,134,Biography,8.6,908,hi
Time to Dance,2021,113,"Musical,Romance",2.5,1052,hi
Bulbul,2019,116,Drama,6.4,873,hi
Last Christmas,2019,103,"Comedy,Drama,Fantasy",6.5,98817,hi
Spenser Confidential,2020,111,"Action,Comedy,Crime",6.2,104745,hi
After Yang,2021,96,"Drama,Sci-Fi",6.6,25619,hi
Last Days,2019,146,Drama,9.3,22,hi
Asees,2018,127,Drama,7.5,358,hi
Everybody's Talking About Jamie,2021,115,"Biography,Comedy,Drama",6.6,8098,hi
Escape Earth,2021,71,"Action,Adventure,Horror",3.0,241,hi
The Farewell,2019,100,"Comedy,Drama",7.5,74831,hi
The Monkey King,2023,97,"Action,Adventure,Animation",5.8,7618,hi
President Evil,2018,81,"Comedy,Horror",3.5,2199,hi
The East,2020,137,"Drama,Thriller,War",6.8,7570,hi
Thurthu Nirgamana,2022,137,"Comedy,Fantasy",7.1,374,hi
De De Pyaar De,2019,135,"Comedy,Drama,Romance",6.5,9961,hi
Aberdeen,2019,88,Drama,7.5,85,hi
Here Before,2021,83,"Drama,Mystery,Thriller",5.7,1840,hi
Bluff Master,2018,138,"Crime,Thriller",6.3,514,hi
Subrahmanyapuram,2018,133,"Drama,Mystery,Thriller",5.5,272,hi
Nannu Dochukunduvate,2018,149,Romance,6.7,684,ta
Ee Maya Peremito,2018,108,Romance,5.7,115,hi
Idam Jagath,2018,126,Thriller,5.4,158,hi
Project Dorothy,2024,80,"Horror,Sci-Fi,Thriller",3.8,3197,hi
Hell on the Border,2019,106,"Adventure,Biography,Drama",4.6,2249,hi
Waves,2019,135,"Drama,Romance,Sport",7.5,36365,hi
Violet Evergarden: The Movie,2020,140,"Animation,Drama,Fantasy",8.3,13271,hi
The Specials,2019,114,"Comedy,Drama",7.4,12144,hi
Run Sweetheart Run,2020,104,"Horror,Thriller",5.5,8859,hi
118,2019,120,"Action,Mystery,Thriller",6.4,1130,hi
Devadas,2018,159,"Action,Comedy,Drama",6.5,2687,hi
Halloween at Aunt Ethel's,2019,80,"Comedy,Horror,Thriller",3.4,1538,hi
The Blackout,2019,127,"Action,Sci-Fi,Thriller",6.0,11804,hi
Banjara - The Truck Driver,2018,131,"Drama,Romance",3.5,238,hi
Noble Savage,2018,94,Drama,6.8,158,hi
Happy Pill,2018,\N,Drama,8.6,1363,hi
Qismat,2018,137,"Drama,Romance",8.1,3723,hi
Paviyettante Madhurachooral,2018,115,Drama,4.8,36,ml
Thanaha,2018,122,"Comedy,Drama,Thriller",6.2,55,ml
RX 100,2018,153,Action,6.9,3614,hi
Rosogolla,2018,138,"Drama,Romance",7.6,932,hi
Crisscross,2018,116,Drama,5.6,424,hi
Oru Yamandan Premakadha,2019,165,"Comedy,Drama,Romance",5.1,1525,hi
Chained,2020,104,"Crime,Thriller",4.7,256,hi
Outlaw Johnny Black,2023,130,"Action,Comedy,Western",5.7,1956,hi
Thithikudhe,2003,147,Romance,6.8,88,hi
Aasai Aasaiyai,2003,155,Drama,6.5,46,hi
Kadhal Azhivathillai,2002,180,"Action,Comedy,Romance",4.0,136,hi
Aadhade Adharam,1976,136,Drama,8.5,14,hi
Krish Trish and Baltiboy: Face Your Fears,2017,65,Animation,7.7,197,hi
Tu Jhoothi Main Makkaar,2023,150,"Comedy,Romance",6.0,29848,hi
Meri Mamu,2018,\N,Drama,7.2,5,hi
Brand Babu,2018,144,Comedy,5.3,253,hi
Still Life of Memories,2018,107,"Drama,Romance",4.7,170,hi
Laado Basanti,1985,\N,Romance,9.0,7,hi
21 Bridges,2019,99,"Action,Adventure,Crime",6.7,79595,hi
Chi La Sow?,2018,135,"Comedy,Romance",7.7,2536,hi
Saroj Ka Rishta,2022,122,"Comedy,Drama,Romance",4.7,793,hi
Ambar Sen Antordhan Rahasyo,1999,49,"Adventure,Crime,Thriller",7.0,123,bn
Mikhael,2019,150,"Action,Thriller",5.0,1924,hi
The Mystery of D.B. Cooper,2020,85,"Crime,Documentary,History",6.5,2332,hi
The Dead Don't Die,2019,104,"Comedy,Fantasy,Horror",5.4,100132,hi
Lupt,2018,110,"Horror,Thriller",4.6,8317,hi
Romanticc Tukde,2023,100,Drama,9.4,32,hi
Pathimoonnu,2023,\N,"Drama,Fantasy",6.1,11,hi
Match Of Life,2022,137,Comedy,7.7,70,hi
Hotel Milan,2018,130,"Comedy,Drama",3.8,593,hi
Prassthanam,2019,141,\N,5.8,1734,hi
Can You Keep a Secret?,2019,94,"Comedy,Romance",5.4,22603,hi
Jungleland,2019,90,Drama,6.2,7941,hi
Dandupalya 2,2017,102,Crime,5.4,95,te
A.M.I.,2019,77,"Horror,Thriller",3.9,2056,hi
The Hating Game,2021,102,"Comedy,Romance",6.2,33733,hi
Proximity,2020,119,"Drama,Sci-Fi",4.8,7731,hi
Eghantham,2018,125,Drama,3.9,659,hi
The Secret of the Djinn,2023,87,"Fantasy,Horror",7.6,262,hi
"tick, tick... BOOM!",2021,115,"Biography,Comedy,Drama",7.5,126422,hi
Pretham 2,2018,133,"Comedy,Horror,Mystery",5.3,730,hi
Queen & Slim,2019,132,"Crime,Drama,Romance",7.1,36592,hi
Mob Town,2019,90,"Crime,Drama",4.7,1072,hi
Really Love,2020,95,"Drama,Romance",6.2,1275,hi
Vilangu,1987,\N,Crime,9.4,92,hi
Eerie,2018,101,"Horror,Mystery,Thriller",4.7,2972,hi
Cave Rescue,2019,99,"Action,Adventure,Drama",5.8,1527,hi
Kringle Time,2021,102,"Comedy,Drama",5.2,100,hi
That's Amore,2020,100,"Comedy,Drama,Romance",5.7,2086,hi
Majili,2019,154,"Drama,Romance",7.3,5897,hi
The Collini Case,2019,123,"Crime,Drama,Thriller",7.3,14848,hi
The Space Between,2021,95,"Comedy,Drama,Music",5.5,959,hi
Ilayaraja,2019,141,Drama,7.6,446,hi
The Swimmers,2022,134,"Biography,Drama,Sport",7.4,39558,hi
Daniel Isn't Real,2019,100,"Drama,Fantasy,Horror",6.1,11399,hi
Marmaduke,2022,88,"Adventure,Animation,Comedy",3.4,5348,hi
Chaman Bahaar,2020,111,"Comedy,Drama",6.9,11240,hi
Kulu Manali,2012,123,"Crime,Drama,Thriller",5.6,8,hi
Habaddi,2022,110,"Comedy,Drama,Family",7.4,79,hi
Axone,2019,104,"Comedy,Drama",6.8,2490,hi
KD (A) Karuppudurai,2019,123,"Comedy,Drama",8.4,2149,hi
Vlad the Impaler,2018,121,"Action,History,War",5.0,3726,hi
Edgar Allan Poe's Ligeia,2022,100,Horror,4.3,36,hi
Sergio,2020,118,"Biography,Drama,History",6.2,11723,hi
Dev,2019,157,"Action,Adventure,Romance",4.9,1452,hi
Justice League vs the Fatal Five,2019,77,"Action,Animation,Fantasy",6.5,11275,hi
Wonder Woman: Bloodlines,2019,83,"Action,Animation,Fantasy",5.9,9184,hi
Finding You,2020,119,"Comedy,Drama,Romance",6.4,10036,hi
Mona Lisa and the Blood Moon,2021,106,"Fantasy,Thriller",6.2,6453,hi
Apollo 11,2019,93,"Documentary,History",8.1,28271,hi
M3GAN,2022,102,"Horror,Sci-Fi,Thriller",6.3,176355,hi
Googly Gumm Hai,2021,77,"Romance,Thriller",3.7,116,hi
May the Devil Take You,2018,110,"Horror,Mystery,Thriller",5.9,5727,hi
Gateway,2021,80,Horror,4.8,780,hi
Afsar,2018,127,Drama,4.5,238,hi
Raduaa,2018,130,"Comedy,Sci-Fi",4.7,119,hi
The Tomorrow Man,2019,94,"Drama,Romance",5.9,2616,hi
Midsommar,2019,148,"Drama,Horror,Mystery",7.1,467144,hi
Alter Ego,2021,74,"Crime,Mystery,Thriller",3.0,167,hi
Bebhaan,2019,120,Action,7.2,17,hi
Parahuna,2018,124,Comedy,6.3,161,hi
100% Wolf,2020,96,"Adventure,Animation,Comedy",5.6,2788,hi
Just Another Dream,2021,91,"Action,Drama,Fantasy",3.7,470,hi
Freaks,2018,105,"Drama,Fantasy,Mystery",6.7,44106,hi
Pariah,2020,106,"Drama,Fantasy,Thriller",8.9,19,bn
Classroom,2018,151,Drama,5.9,14,hi
Where Are You,2019,95,"Drama,Mystery,Thriller",2.8,395,hi
Natasaarvabhowma,2019,157,Action,6.4,1340,hi
Mar Gaye Oye Loko,2018,121,"Comedy,Drama,Fantasy",5.5,327,hi
Manje Bistre 2,2019,125,Drama,5.4,339,hi
Jabariya Jodi,2019,125,"Action,Comedy,Drama",4.0,1930,hi
The Whispering Man,2019,74,"Drama,Horror,Mystery",3.1,242,hi
Kraven the Hunter,2024,127,"Action,Adventure,Thriller",5.5,74300,ta
Dil Hona Chahida Jawan,2023,130,Drama,5.5,20,hi
Ema,2019,107,"Drama,Music,Romance",6.7,9816,hi
Sunrise in Heaven,2020,85,"Drama,Romance",5.7,2067,hi
Attack of the Unknown,2020,103,"Action,Horror,Sci-Fi",3.2,6768,hi
The Daughters of Fire,2018,115,Drama,4.9,869,hi
Junction Varanasi,2019,149,Drama,3.9,28,hi
Argentina Fans Kaattoorkadavu,2019,140,"Drama,Sport",4.6,463,hi
10 Minutes Gone,2019,89,"Action,Crime,Mystery",3.7,4662,hi
Kiss,2019,164,"Drama,Romance",4.7,266,hi
Bharaate,2019,166,"Action,Drama",4.6,322,hi
Cryo,2022,118,"Mystery,Sci-Fi,Thriller",4.1,3076,hi
Blush,2019,101,Drama,5.1,619,hi
T-34,2018,139,"Action,War",6.8,16098,hi
Bal Ganesh 3,2015,68,Animation,7.0,72,hi
Mauli,2018,134,Action,5.5,491,hi
Fatale,2020,102,"Drama,Mystery,Romance",5.5,15673,hi
Shu Thayu,2018,135,"Comedy,Drama",6.9,829,hi
Oronnonnara Pranayakadha,2019,131,Romance,5.5,18,ml
Avengement,2019,87,"Action,Crime,Thriller",6.6,23436,hi
Two Cents from a Pariah,2021,82,"Drama,Thriller",5.7,130,hi
Concrete Cowboy,2020,111,"Drama,Western",6.3,10262,hi
Oga Bolaji,2018,91,Drama,6.0,12,hi
The French Dispatch,2021,107,"Comedy,Drama,Romance",7.1,163091,hi
Pig Hag,2019,84,"Comedy,Drama",4.8,458,hi
Peninsula,2020,116,"Action,Drama,Horror",5.5,42292,hi
Disappear Completely,2022,100,"Horror,Thriller",6.2,2111,hi
The In Between,2022,115,"Drama,Fantasy,Romance",5.9,11720,hi
Mahara Pihar Sasra,1985,111,Family,7.8,12,hi
Marriage Palace,2018,135,Comedy,6.2,214,hi
Embiran,2019,\N,Thriller,7.9,24,hi
Kaake Da Viyah,2019,\N,Comedy,5.5,86,hi
Mitron,2018,119,Comedy,6.9,2801,hi
The Lady Terrorist,2019,95,"Comedy,Crime,Drama",6.3,529,hi
Falsafa,2019,135,"Action,Drama,Thriller",8.9,25,hi
Canadian Strain,2019,79,Comedy,4.9,303,hi
Pokémon: Mewtwo Strikes Back - Evolution,2019,98,"Action,Animation,Family",5.7,6836,hi
Forbidden Fruit,2023,76,"Crime,Drama",7.5,23,hi
Trinetram,2002,144,"Drama,Fantasy",6.6,15,hi
Hostile Territory,2022,94,"Drama,History,Western",4.9,1056,hi
Maha,2022,171,"Crime,Mystery,Thriller",3.0,387,hi
Transformers One,2024,104,"Action,Adventure,Animation",7.6,59557,hi
High Society,2018,120,"Crime,Drama,Romance",5.5,1453,hi
Andy Somebody,2023,83,Comedy,4.2,122,hi
Batla House,2019,146,"Action,Crime,Drama",7.2,13112,hi
Boyz 2,2018,122,Comedy,6.3,342,hi
The Hacker,2019,121,"Action,Drama",7.9,68,hi
Maiden,2018,97,"Biography,Documentary,Sport",7.8,2698,hi
Hot Box,2019,83,Comedy,7.5,58,hi
Medieval,2022,125,"Action,Drama,History",5.9,14388,hi
Monday,2020,116,"Drama,Romance",5.7,6095,hi
A Fire in the Cold Season,2019,94,"Drama,Thriller",4.5,162,hi
The Father Who Moves Mountains,2021,108,"Drama,Thriller",5.6,4461,hi
Stowaway,2022,94,Thriller,3.4,1672,hi
Get Lucky,2019,90,Comedy,4.3,380,hi
Sanchalanam,2011,114,Drama,8.7,7,hi
Darpanam,2019,\N,Thriller,3.6,12,hi
The Miracle 2: Love,2019,129,"Drama,History",7.3,3403,hi
Passing,2021,98,"Drama,Mystery,Thriller",6.6,17362,hi
Ambivalence,2018,117,Drama,5.7,257,hi
Family of Thakurganj,2019,127,Action,5.3,1031,hi
Lisaa,2019,111,Horror,2.6,164,hi
Tigertail,2020,91,Drama,6.6,3973,hi
The Sky Is Pink,2019,143,"Drama,Romance",7.6,10504,hi
8aam number veedu,2011,108,Drama,7.4,15,hi
Velvet Nagaram,2020,95,Thriller,4.9,169,hi
Naduve Antaravirali,2018,108,Comedy,7.3,155,hi
Looop Lapeta,2022,131,"Action,Comedy,Crime",5.2,5320,hi
Angrezi Medium,2020,145,"Comedy,Drama",7.2,19095,hi
Luka Chuppi,2019,126,"Comedy,Romance",6.4,15166,hi
Surkhi Bindi,2019,128,Drama,7.6,625,hi
Son Of Manjeet Singh,2018,139,"Comedy,Drama,Sport",7.5,326,hi
Gulf,2017,132,Drama,8.7,50,hi
DC League of Super-Pets,2022,105,"Action,Adventure,Animation",6.8,78949,hi
Game Over,2019,102,"Drama,Mystery,Thriller",6.9,8784,hi
Mari,2018,94,"Drama,Music",4.9,128,hi
American Hunt,2019,80,"Horror,Thriller",4.2,416,hi
Jeem Boom Bhaa,2019,118,Comedy,3.4,85,hi
Kakababur Protyaborton,2022,136,"Action,Adventure,Crime",4.2,708,hi
Munda Faridkotia,2019,131,"Comedy,Drama,Family",6.2,72,hi
Rustum,2018,142,"Action,Drama",5.0,292,hi
Muklawa,2019,112,Drama,6.2,646,hi
Low Low,2019,92,Drama,4.8,333,hi
Continental Drift (South),2022,89,"Comedy,Drama",5.3,189,hi
One Child Nation,2019,83,"Documentary,History",7.5,7686,hi
Midnight Traveler,2019,88,"Documentary,War",7.6,650,hi
Jonbai,2005,71,"Drama,Musical,Romance",8.8,35,bn
Bommalattam,2008,132,Drama,5.9,121,hi
Baarish Aur Chowmein,2018,48,Drama,6.0,384,hi
Black Wood,2022,98,"Drama,Horror,Western",4.0,403,hi
Chanakya,2019,147,"Action,Adventure,Thriller",5.4,802,hi
Extraction,2020,116,"Action,Crime,Thriller",6.8,284053,hi
Women on the Run,2019,93,"Comedy,Romance",6.4,958,hi
And the Oskar Goes To..,2019,124,Drama,7.0,690,hi
Lourdes,2019,95,Documentary,6.6,305,hi
The Last Rite,2021,107,Horror,3.6,1035,hi
Virus,2019,152,"Drama,Thriller",7.7,5805,hi
Really?,2018,99,Comedy,5.8,46,hi
Lingua Franca,2019,89,Drama,6.6,1135,hi
Lonappante Mammodisa,2019,136,Drama,5.8,329,hi
The Wayfarers,2019,85,Drama,7.9,53,hi
Aadai,2019,143,"Drama,Thriller",6.1,1622,te
Knives Out,2019,130,"Comedy,Crime,Drama",7.9,836141,hi
"Yes, God, Yes",2019,78,"Comedy,Drama",6.1,19605,hi
I Am Lisa,2020,92,"Horror,Thriller",4.0,1415,hi
Multiverse,2019,90,"Drama,Mystery,Sci-Fi",4.8,1668,hi
Where Does a Body End?,2019,161,Documentary,7.7,429,hi
Mushkil,2019,130,Horror,3.2,1899,hi
Giraffe,2019,82,Drama,6.0,505,hi
Aruguru Pativratalu,2004,\N,Family,7.4,46,hi
Petta,2019,171,"Action,Drama",7.2,14745,hi
Shortcut,2020,80,"Adventure,Fantasy,Horror",4.1,2078,hi
Mangala vaathiyam,1979,\N,Drama,7.0,12,hi
Kodathi Samaksham Balan Vakeel,2019,155,"Comedy,Crime,Mystery",5.8,1089,ml
Thattum Purath Achuthan,2018,142,"Comedy,Drama,Musical",4.8,384,ml
The Biggest Little Farm,2018,91,"Documentary,Family",8.0,9647,hi
Adopt a Highway,2019,81,Drama,6.3,5236,hi
Widow of Silence,2018,85,Drama,6.6,238,hi
American Hangman,2019,99,"Crime,Mystery,Thriller",5.9,4059,hi
Chippa,2019,90,Drama,6.6,1208,hi
Sextuplets,2019,97,Comedy,4.5,10222,hi
Guru ji: Ahead of time,2018,45,Biography,4.7,10,hi
Deus,2022,90,"Adventure,Mystery,Sci-Fi",4.4,2532,hi
Sixth Bus,2022,103,"Drama,War",5.7,2006,hi
